pheno	pid	chromosome	block	UKBB_nCS	GLGC_nCS	UKBB_in_GLGC	GLGC_in_UKBB
LDL	EAS	4	101	0	0	0	0
LDL	EAS	4	113	0	0	0	0
LDL	EAS	4	115	0	0	0	0
LDL	EAS	4	116	0	0	0	0
LDL	EAS	4	117	0	0	0	0
LDL	EAS	4	121	0	0	0	0
LDL	EAS	4	122	0	0	0	0
LDL	EAS	4	129	0	0	0	0
LDL	EAS	4	130	0	0	0	0
LDL	EAS	4	134	0	0	0	0
LDL	EAS	4	136	0	0	0	0
LDL	EAS	4	148	0	0	0	0
LDL	EAS	4	156	0	0	0	0
LDL	EAS	4	159	0	0	0	0
LDL	EAS	4	161	0	0	0	0
LDL	EAS	4	162	0	0	0	0
LDL	EAS	4	203	0	0	0	0
LDL	EAS	5	6	0	0	0	0
LDL	EAS	5	17	0	0	0	0
LDL	EAS	5	55	0	0	0	0
LDL	EAS	5	64	0	0	0	0
LDL	EAS	5	69	0	0	0	0
LDL	EAS	5	71	0	0	0	0
LDL	EAS	5	81	0	0	0	0
LDL	EAS	5	82	0	0	0	0
LDL	EAS	5	84	0	0	0	0
LDL	EAS	5	85	0	1	0	0
LDL	EAS	5	86	0	0	0	0
LDL	EAS	5	109	0	0	0	0
LDL	EAS	5	127	0	0	0	0
LDL	EAS	5	130	0	0	0	0
LDL	EAS	5	134	0	0	0	0
LDL	EAS	5	144	0	0	0	0
LDL	EAS	5	146	0	0	0	0
LDL	EAS	5	147	0	0	0	0
LDL	EAS	5	156	0	0	0	0
LDL	EAS	5	157	0	0	0	0
LDL	EAS	5	158	0	0	0	0
LDL	EAS	5	165	0	0	0	0
LDL	EAS	5	166	0	1	0	0
LDL	EAS	5	167	0	0	0	0
LDL	EAS	5	202	0	0	0	0
LDL	EAS	5	207	0	0	0	0
LDL	EAS	6	19	0	0	0	0
LDL	EAS	6	20	0	0	0	0
LDL	EAS	6	25	0	0	0	0
LDL	EAS	6	27	0	1	0	0
LDL	EAS	6	34	1	0	0	0
LDL	EAS	6	35	0	0	0	0
LDL	EAS	6	39	0	0	0	0
LDL	EAS	6	43	0	0	0	0
LDL	EAS	6	44	0	0	0	0
LDL	EAS	6	47	0	0	0	0
LDL	EAS	6	51	0	0	0	0
LDL	EAS	6	53	0	0	0	0
